x-axis,1
second,Volt
-8.600000E-06,
-8.596000E-06,
-8.592000E-06,+15.075400472E-03
-8.588000E-06,+15.075400472E-03
-8.584000E-06,+216.080427170E-03
-8.580000E-06,+15.075400472E-03
-8.576000E-06,+216.080427170E-03
-8.572000E-06,+115.577913821E-03
-8.568000E-06,+115.577913820E-03
-8.564000E-06,-85.427112878E-03
-8.560000E-06,+115.577913820E-03
-8.556000E-06,+115.577913821E-03
-8.552000E-06,+115.577913819E-03
-8.548000E-06,+115.577913822E-03
-8.544000E-06,+115.577913822E-03
-8.540000E-06,+15.075400472E-03
-8.536000E-06,+115.577913819E-03
-8.532000E-06,+15.075400472E-03
-8.528000E-06,+15.075400472E-03
-8.524000E-06,-85.427112875E-03
-8.520000E-06,+15.075400472E-03
-8.516000E-06,+15.075400472E-03
-8.512000E-06,+15.075400472E-03
-8.508000E-06,+115.577913819E-03
-8.504000E-06,+115.577913818E-03
-8.500000E-06,+115.577913824E-03
-8.496000E-06,+15.075400472E-03
-8.492000E-06,+15.075400472E-03
-8.488000E-06,+15.075400472E-03
-8.484000E-06,+115.577913818E-03
-8.480000E-06,+15.075400472E-03
-8.476000E-06,+15.075400472E-03
-8.472000E-06,+115.577913817E-03
-8.468000E-06,-85.427112874E-03
-8.464000E-06,+15.075400472E-03
-8.460000E-06,+15.075400472E-03
-8.456000E-06,+115.577913825E-03
-8.452000E-06,+115.577913825E-03
-8.448000E-06,+115.577913825E-03
-8.444000E-06,-85.427112873E-03
-8.440000E-06,+15.075400472E-03
-8.436000E-06,+15.075400472E-03
-8.432000E-06,+15.075400472E-03
-8.428000E-06,-85.427112882E-03
-8.424000E-06,+115.577913816E-03
-8.420000E-06,+15.075400472E-03
-8.416000E-06,+15.075400472E-03
-8.412000E-06,+15.075400472E-03
-8.408000E-06,+15.075400472E-03
-8.404000E-06,+15.075400472E-03
-8.400000E-06,+115.577913815E-03
-8.396000E-06,+15.075400472E-03
-8.392000E-06,+15.075400472E-03
-8.388000E-06,+15.075400472E-03
-8.384000E-06,+15.075400472E-03
-8.380000E-06,+15.075400472E-03
-8.376000E-06,+15.075400472E-03
-8.372000E-06,+15.075400472E-03
-8.368000E-06,+15.075400472E-03
-8.364000E-06,+115.577913827E-03
-8.360000E-06,+15.075400472E-03
-8.356000E-06,+115.577913828E-03
-8.352000E-06,+115.577913828E-03
-8.348000E-06,+115.577913813E-03
-8.344000E-06,+15.075400472E-03
-8.340000E-06,+115.577913813E-03
-8.336000E-06,+115.577913813E-03
-8.332000E-06,+15.075400472E-03
-8.328000E-06,+15.075400472E-03
-8.324000E-06,+15.075400472E-03
-8.320000E-06,+15.075400472E-03
-8.316000E-06,+115.577913829E-03
-8.312000E-06,+15.075400472E-03
-8.308000E-06,+15.075400472E-03
-8.304000E-06,+15.075400472E-03
-8.300000E-06,-85.427112869E-03
-8.296000E-06,+15.075400472E-03
-8.292000E-06,+15.075400472E-03
-8.288000E-06,+15.075400472E-03
-8.284000E-06,+15.075400472E-03
-8.280000E-06,+15.075400472E-03
-8.276000E-06,+15.075400472E-03
-8.272000E-06,-85.427112887E-03
-8.268000E-06,+15.075400472E-03
-8.264000E-06,+15.075400472E-03
-8.260000E-06,+15.075400472E-03
-8.256000E-06,+115.577913811E-03
-8.252000E-06,+15.075400472E-03
-8.248000E-06,+115.577913811E-03
-8.244000E-06,+15.075400472E-03
-8.240000E-06,-85.427112888E-03
-8.236000E-06,-85.427112866E-03
-8.232000E-06,+15.075400472E-03
-8.228000E-06,+115.577913832E-03
-8.224000E-06,+15.075400472E-03
-8.220000E-06,+15.075400472E-03
-8.216000E-06,+115.577913810E-03
-8.212000E-06,+15.075400472E-03
-8.208000E-06,+15.075400472E-03
-8.204000E-06,+15.075400472E-03
-8.200000E-06,+15.075400472E-03
-8.196000E-06,-85.427112889E-03
-8.192000E-06,+15.075400472E-03
-8.188000E-06,+15.075400472E-03
-8.184000E-06,+15.075400472E-03
-8.180000E-06,+15.075400472E-03
-8.176000E-06,+115.577913808E-03
-8.172000E-06,+115.577913833E-03
-8.168000E-06,+15.075400472E-03
-8.164000E-06,+15.075400472E-03
-8.160000E-06,+216.080427170E-03
-8.156000E-06,+15.075400472E-03
-8.152000E-06,+115.577913808E-03
-8.148000E-06,+15.075400472E-03
-8.144000E-06,+115.577913834E-03
-8.140000E-06,+15.075400472E-03
-8.136000E-06,+15.075400472E-03
-8.132000E-06,+15.075400472E-03
-8.128000E-06,+15.075400472E-03
-8.124000E-06,+216.080427170E-03
-8.120000E-06,+115.577913807E-03
-8.116000E-06,+115.577913806E-03
-8.112000E-06,+115.577913835E-03
-8.108000E-06,+15.075400472E-03
-8.104000E-06,+115.577913835E-03
-8.100000E-06,+15.075400472E-03
-8.096000E-06,+15.075400472E-03
-8.092000E-06,+216.080427170E-03
-8.088000E-06,+15.075400472E-03
-8.084000E-06,+15.075400472E-03
-8.080000E-06,+15.075400472E-03
-8.076000E-06,+115.577913836E-03
-8.072000E-06,+115.577913805E-03
-8.068000E-06,-85.427112861E-03
-8.064000E-06,+15.075400472E-03
-8.060000E-06,+15.075400472E-03
-8.056000E-06,+115.577913805E-03
-8.052000E-06,+15.075400472E-03
-8.048000E-06,+15.075400472E-03
-8.044000E-06,+15.075400472E-03
-8.040000E-06,+15.075400472E-03
-8.036000E-06,-85.427112894E-03
-8.032000E-06,+15.075400472E-03
-8.028000E-06,+15.075400472E-03
-8.024000E-06,+115.577913804E-03
-8.020000E-06,+15.075400472E-03
-8.016000E-06,-85.427112895E-03
-8.012000E-06,+15.075400472E-03
-8.008000E-06,+216.080427170E-03
-8.004000E-06,+15.075400472E-03
-8.000000E-06,+15.075400472E-03
-7.996000E-06,+15.075400472E-03
-7.992000E-06,+115.577913802E-03
-7.988000E-06,+15.075400472E-03
-7.984000E-06,+15.075400472E-03
-7.980000E-06,+15.075400472E-03
-7.976000E-06,+15.075400472E-03
-7.972000E-06,-85.427112858E-03
-7.968000E-06,+15.075400472E-03
-7.964000E-06,+15.075400472E-03
-7.960000E-06,+115.577913840E-03
-7.956000E-06,+15.075400472E-03
-7.952000E-06,+15.075400472E-03
-7.948000E-06,-85.427112858E-03
-7.944000E-06,+115.577913801E-03
-7.940000E-06,+15.075400472E-03
-7.936000E-06,+15.075400472E-03
-7.932000E-06,+15.075400472E-03
-7.928000E-06,+15.075400472E-03
-7.924000E-06,+115.577913800E-03
-7.920000E-06,+15.075400472E-03
-7.916000E-06,+15.075400472E-03
