x-axis,2,3,4
second,Volt,Volt,Volt
-29.000E-03,-643.716E-03,+291.457E-03,+502.960E-03
-28.900E-03,+1.366334E+00,+793.970E-03,+457.734E-03
-28.800E-03,+1.366334E+00,+592.965E-03,+337.131E-03
-28.700E-03,-643.716E-03,+291.457E-03,+533.111E-03
-28.600E-03,+110.053E-03,+793.970E-03,+502.960E-03
-28.500E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-28.400E-03,+1.366334E+00,+492.462E-03,+533.111E-03
-28.300E-03,+1.366334E+00,+291.457E-03,+502.960E-03
-28.200E-03,+110.053E-03,+291.457E-03,+457.734E-03
-28.100E-03,+1.366334E+00,+90.452E-03,+457.734E-03
-28.000E-03,+110.053E-03,+291.457E-03,+457.734E-03
-27.900E-03,-643.716E-03,-211.055E-03,+502.960E-03
-27.800E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-27.700E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-27.600E-03,+2.120103E+00,+291.457E-03,+412.508E-03
-27.500E-03,+1.366334E+00,+291.457E-03,+533.111E-03
-27.400E-03,+612.566E-03,+291.457E-03,+502.960E-03
-27.300E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-27.200E-03,+1.366334E+00,+291.457E-03,+412.508E-03
-27.100E-03,+110.053E-03,+291.457E-03,+457.734E-03
-27.000E-03,+1.366334E+00,+291.457E-03,+533.111E-03
-26.900E-03,+1.366334E+00,+592.965E-03,+457.734E-03
-26.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-26.700E-03,+1.366334E+00,+793.970E-03,+412.508E-03
-26.600E-03,+110.053E-03,-211.055E-03,+578.337E-03
-26.500E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-26.400E-03,-643.716E-03,+1.095477E+00,+502.960E-03
-26.300E-03,+1.366334E+00,+592.965E-03,+502.960E-03
-26.200E-03,+110.053E-03,+291.457E-03,+502.960E-03
-26.100E-03,+612.566E-03,+291.457E-03,+457.734E-03
-26.000E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-25.900E-03,+1.366334E+00,+492.462E-03,+457.734E-03
-25.800E-03,-643.716E-03,+291.457E-03,+533.111E-03
-25.700E-03,+110.053E-03,-211.055E-03,+457.734E-03
-25.600E-03,+2.622616E+00,+793.970E-03,+457.734E-03
-25.500E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-25.400E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-25.300E-03,+612.566E-03,-211.055E-03,+457.734E-03
-25.200E-03,+612.566E-03,+291.457E-03,+382.357E-03
-25.100E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-25.000E-03,+3.376385E+00,+592.965E-03,+457.734E-03
-24.900E-03,+1.366334E+00,+291.457E-03,+502.960E-03
-24.800E-03,+1.366334E+00,-211.055E-03,+533.111E-03
-24.700E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-24.600E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-24.500E-03,+110.053E-03,+291.457E-03,+337.131E-03
-24.400E-03,+612.566E-03,+291.457E-03,+382.357E-03
-24.300E-03,+110.053E-03,+291.457E-03,+457.734E-03
-24.200E-03,+1.366334E+00,+291.457E-03,+382.357E-03
-24.100E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-24.000E-03,+1.366334E+00,+291.457E-03,+502.960E-03
-23.900E-03,+2.622616E+00,+291.457E-03,+457.734E-03
-23.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-23.700E-03,+2.120103E+00,+291.457E-03,+457.734E-03
-23.600E-03,+110.053E-03,+291.457E-03,+457.734E-03
-23.500E-03,+1.868847E+00,+793.970E-03,+502.960E-03
-23.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-23.300E-03,+110.053E-03,+592.965E-03,+457.734E-03
-23.200E-03,+612.566E-03,-211.055E-03,+457.734E-03
-23.100E-03,+612.566E-03,+291.457E-03,+457.734E-03
-23.000E-03,+1.366334E+00,+793.970E-03,+533.111E-03
-22.900E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-22.800E-03,+3.376385E+00,+291.457E-03,+487.884E-03
-22.700E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-22.600E-03,+612.566E-03,+291.457E-03,+533.111E-03
-22.500E-03,-643.716E-03,+592.965E-03,+533.111E-03
-22.400E-03,+612.566E-03,+291.457E-03,+502.960E-03
-22.300E-03,+110.053E-03,+90.452E-03,+487.884E-03
-22.200E-03,+110.053E-03,+793.970E-03,+533.111E-03
-22.100E-03,-643.716E-03,-211.055E-03,+457.734E-03
-22.000E-03,+1.366334E+00,+291.457E-03,+502.960E-03
-21.900E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-21.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-21.700E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-21.600E-03,+110.053E-03,+291.457E-03,+533.111E-03
-21.500E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-21.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-21.300E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-21.200E-03,+1.366334E+00,+793.970E-03,+412.508E-03
-21.100E-03,+1.366334E+00,+793.970E-03,+457.734E-03
-21.000E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-20.900E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-20.800E-03,+612.566E-03,+291.457E-03,+457.734E-03
-20.700E-03,+1.366334E+00,+793.970E-03,+533.111E-03
-20.600E-03,+1.366334E+00,+291.457E-03,+427.583E-03
-20.500E-03,+1.366334E+00,+291.457E-03,+533.111E-03
-20.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-20.300E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-20.200E-03,-643.716E-03,+291.457E-03,+533.111E-03
-20.100E-03,+1.366334E+00,+291.457E-03,+382.357E-03
-20.000E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-19.900E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-19.800E-03,+110.053E-03,+291.457E-03,+457.734E-03
-19.700E-03,+612.566E-03,+291.457E-03,+457.734E-03
-19.600E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-19.500E-03,+1.366334E+00,+492.462E-03,+457.734E-03
-19.400E-03,+110.053E-03,-10.050E-03,+457.734E-03
-19.300E-03,+1.366334E+00,+592.965E-03,+457.734E-03
-19.200E-03,+110.053E-03,-512.563E-03,+457.734E-03
-19.100E-03,+1.366334E+00,+90.452E-03,+457.734E-03
-19.000E-03,+612.566E-03,+291.457E-03,+533.111E-03
-18.900E-03,+612.566E-03,+291.457E-03,+533.111E-03
-18.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-18.700E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-18.600E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-18.500E-03,-643.716E-03,-211.055E-03,+457.734E-03
-18.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-18.300E-03,+1.366334E+00,+291.457E-03,+502.960E-03
-18.200E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-18.100E-03,+110.053E-03,+291.457E-03,+457.734E-03
-18.000E-03,+2.622616E+00,-10.050E-03,+457.734E-03
-17.900E-03,+612.566E-03,+291.457E-03,+457.734E-03
-17.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-17.700E-03,+1.366334E+00,+291.457E-03,+487.884E-03
-17.600E-03,+110.053E-03,+291.457E-03,+578.337E-03
-17.500E-03,+1.366334E+00,+793.970E-03,+457.734E-03
-17.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-17.300E-03,+1.366334E+00,-211.055E-03,+457.734E-03
-17.200E-03,+612.566E-03,+793.970E-03,+457.734E-03
-17.100E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-17.000E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-16.900E-03,+612.566E-03,-10.050E-03,+533.111E-03
-16.800E-03,+1.366334E+00,+291.457E-03,+382.357E-03
-16.700E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-16.600E-03,+110.053E-03,+90.452E-03,+457.734E-03
-16.500E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-16.400E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-16.300E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-16.200E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-16.100E-03,+612.566E-03,+291.457E-03,+533.111E-03
-16.000E-03,+1.366334E+00,-10.050E-03,+457.734E-03
-15.900E-03,+110.053E-03,+592.965E-03,+457.734E-03
-15.800E-03,+1.366334E+00,+291.457E-03,+457.734E-03
-15.700E-03,+612.566E-03,+291.457E-03,+412.508E-03
