x-axis,3,4
second,Volt,Volt
-362.2000E-06,+326.3426485E-03,+392.4606063E-03
-362.0400E-06,+325.9500606E-03,+394.4321829E-03
-361.8800E-06,+322.8878747E-03,+393.1908199E-03
-361.7200E-06,+324.9293320E-03,+392.9717558E-03
-361.5600E-06,+325.0078496E-03,+391.9494568E-03
-361.4000E-06,+326.3426485E-03,+392.3145636E-03
-361.2400E-06,+327.0885656E-03,+391.3652860E-03
-361.0800E-06,+326.8922716E-03,+392.4119254E-03
-360.9200E-06,+327.6774475E-03,+391.7303927E-03
-360.7600E-06,+326.6959777E-03,+392.6309895E-03
-360.6000E-06,+327.0885656E-03,+392.6066490E-03
-360.4400E-06,+325.7930254E-03,+391.9007759E-03
-360.2800E-06,+325.8715430E-03,+391.9737973E-03
-360.1200E-06,+323.7123094E-03,+390.8054556E-03
-359.9600E-06,+324.7722968E-03,+390.6350724E-03
-359.8000E-06,+321.1212290E-03,+387.9089418E-03
-359.6400E-06,+319.4723597E-03,+386.4971956E-03
-359.4800E-06,+319.8649476E-03,+388.5661340E-03
-359.3200E-06,+317.7449728E-03,+389.5640925E-03
-359.1600E-06,+315.2324100E-03,+389.3206880E-03
-359.0000E-06,+311.0709778E-03,+388.5904744E-03
-358.8400E-06,+309.4221085E-03,+391.7303927E-03
-358.6800E-06,+305.6925231E-03,+391.1705624E-03
-358.5200E-06,+305.1821588E-03,+389.3206880E-03
-358.3600E-06,+307.3806513E-03,+389.5884330E-03
-358.2000E-06,+307.4199100E-03,+388.9799217E-03
-358.0400E-06,+307.6554628E-03,+388.7121767E-03
-357.8800E-06,+309.8932140E-03,+386.8136214E-03
-357.7200E-06,+312.1309653E-03,+387.5681755E-03
-357.5600E-06,+313.5050230E-03,+389.0772835E-03
-357.4000E-06,+316.6849853E-03,+388.2497081E-03
-357.2400E-06,+317.6664552E-03,+389.4667307E-03
-357.0800E-06,+318.8442190E-03,+390.3429870E-03
-356.9200E-06,+319.8256888E-03,+388.9069003E-03
-356.7600E-06,+318.0197843E-03,+388.6878362E-03
-356.6000E-06,+318.8442190E-03,+389.0286026E-03
-356.4400E-06,+314.6042693E-03,+390.7811151E-03
-356.2800E-06,+313.9761286E-03,+388.6391553E-03
-356.1200E-06,+309.8539552E-03,+387.4464732E-03
-355.9600E-06,+306.2421462E-03,+388.1766868E-03
-355.8000E-06,+303.6118071E-03,+389.3206880E-03
-355.6400E-06,+298.9007518E-03,+389.4667307E-03
-355.4800E-06,+294.7000609E-03,+389.9778802E-03
-355.3200E-06,+293.0904504E-03,+391.7547332E-03
-355.1600E-06,+290.4601112E-03,+393.8723525E-03
-355.0000E-06,+288.1831012E-03,+395.5031628E-03
-354.8400E-06,+287.3586665E-03,+396.5498022E-03
-354.6800E-06,+287.8297721E-03,+397.6938035E-03
-354.5200E-06,+292.8548976E-03,+398.1806125E-03
-354.3600E-06,+296.0348599E-03,+397.0366113E-03
-354.2000E-06,+298.8614931E-03,+400.4442746E-03
-354.0400E-06,+301.4133146E-03,+401.6369567E-03
-353.8800E-06,+305.5747468E-03,+402.5862343E-03
-353.7200E-06,+310.5213547E-03,+401.5152545E-03
-353.5600E-06,+310.5998723E-03,+404.5821514E-03
-353.4000E-06,+310.5213547E-03,+404.1927042E-03
-353.2400E-06,+307.4984276E-03,+403.0487029E-03
-353.0800E-06,+306.5169578E-03,+402.2211276E-03
-352.9200E-06,+305.3391940E-03,+402.9756816E-03
-352.7600E-06,+301.3347970E-03,+407.1865798E-03
-352.6000E-06,+300.7851739E-03,+406.9188348E-03
-352.4400E-06,+296.6630006E-03,+406.2859830E-03
-352.2800E-06,+294.1504378E-03,+405.8721954E-03
-352.1200E-06,+291.1275107E-03,+407.0161966E-03
-351.9600E-06,+289.3608650E-03,+406.5050471E-03
-351.8000E-06,+287.5157017E-03,+408.6226664E-03
-351.6400E-06,+288.1045836E-03,+407.5760270E-03
-351.4800E-06,+288.2223600E-03,+407.2109202E-03
-351.3200E-06,+288.4971716E-03,+409.4015609E-03
-351.1600E-06,+290.7349228E-03,+409.5476036E-03
-351.0000E-06,+290.4993700E-03,+410.5455621E-03
-350.8400E-06,+294.2682142E-03,+411.0323712E-03
-350.6800E-06,+296.4667066E-03,+410.7402858E-03
-350.5200E-06,+298.3511287E-03,+409.3285395E-03
-350.3600E-06,+297.4874353E-03,+410.1561149E-03
-350.2000E-06,+300.9029503E-03,+409.1094755E-03
-350.0400E-06,+301.6881262E-03,+408.9390923E-03
-349.8800E-06,+300.3533272E-03,+407.7464102E-03
-349.7200E-06,+298.2333524E-03,+408.0871765E-03
-349.5600E-06,+297.1341061E-03,+407.3082820E-03
-349.4000E-06,+295.6422720E-03,+407.3569629E-03
-349.2400E-06,+294.0719202E-03,+407.2109202E-03
-349.0800E-06,+291.9519454E-03,+404.9715986E-03
-348.9200E-06,+293.6008147E-03,+403.4624906E-03
-348.7600E-06,+294.7000609E-03,+401.9290421E-03
-348.6000E-06,+292.8941564E-03,+403.6085333E-03
-348.4400E-06,+294.2682142E-03,+402.6835961E-03
-348.2800E-06,+295.8778247E-03,+402.0020635E-03
-348.1200E-06,+295.5244956E-03,+403.4624906E-03
-347.9600E-06,+297.9192820E-03,+402.4888725E-03
-347.8000E-06,+299.6466689E-03,+402.1481062E-03
-347.6400E-06,+301.2170207E-03,+400.0791678E-03
-347.4800E-06,+300.3140684E-03,+397.9128676E-03
-347.3200E-06,+300.7066564E-03,+397.8155057E-03
-347.1600E-06,+300.2355508E-03,+397.4990799E-03
-347.0000E-06,+299.3325986E-03,+397.2800158E-03
-346.8400E-06,+301.6881262E-03,+398.4483575E-03
-346.6800E-06,+302.5910784E-03,+395.8926100E-03
-346.5200E-06,+305.4177116E-03,+396.0143123E-03
-346.3600E-06,+307.1843573E-03,+396.5984831E-03
-346.2000E-06,+308.7547090E-03,+397.0122708E-03
-346.0400E-06,+310.3250608E-03,+395.6978864E-03
-345.8800E-06,+313.5442818E-03,+398.0589103E-03
